-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data 
Dates (month/day/year): 05/01/2020 through 07/31/2020 
Location: Latitude  5.5516   Longitude -0.2686 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 27.76 meters
Value for missing model data cannot be computed or out of model availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
WD10M           MERRA-2 Wind Direction at 10 Meters (Degrees) 
WS50M           MERRA-2 Wind Speed at 50 Meters (m/s) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) 
T2M             MERRA-2 Temperature at 2 Meters (C) 
-END HEADER-
YEAR,MO,DY,HR,PS,WS10M,WD10M,WS50M,RH2M,PRECTOTCORR,T2M
2020,7,31,0,101.05,4.47,217.61,6.17,89.44,0.0,23.14
2020,7,31,1,100.98,4.44,220.93,6.09,89.88,0.0,23.06
2020,7,31,2,100.95,4.3,222.27,5.96,90.06,0.0,23.0
2020,7,31,3,100.95,4.0,222.79,5.62,90.12,0.0,22.94
2020,7,31,4,100.98,3.71,223.64,5.27,90.44,0.0,22.9
2020,7,31,5,101.02,3.5,225.36,5.01,90.75,0.0,22.87
2020,7,31,6,101.07,3.49,226.45,4.68,89.88,0.0,23.18
2020,7,31,7,101.14,3.49,225.73,4.51,87.81,0.0,23.7
2020,7,31,8,101.16,3.78,224.25,4.99,84.69,0.0,24.28
2020,7,31,9,101.14,4.22,223.35,5.56,82.69,0.0,24.65
2020,7,31,10,101.1,4.56,222.22,5.98,81.75,0.01,24.9
2020,7,31,11,101.04,4.69,220.67,6.15,81.19,0.01,25.09
2020,7,31,12,100.97,4.66,219.08,6.12,80.75,0.01,25.24
2020,7,31,13,100.91,4.61,217.57,6.06,80.56,0.01,25.37
2020,7,31,14,100.87,4.63,216.21,6.08,81.06,0.01,25.25
2020,7,31,15,100.85,4.59,213.55,6.06,82.31,0.01,24.94
2020,7,31,16,100.86,4.41,210.06,5.84,84.0,0.0,24.59
2020,7,31,17,100.9,4.02,206.66,5.47,86.44,0.0,24.19
2020,7,31,18,100.95,3.75,204.22,5.33,88.56,0.0,23.82
2020,7,31,19,101.02,3.87,202.53,5.43,89.5,0.0,23.66
2020,7,31,20,101.09,3.96,201.3,5.52,90.19,0.0,23.57
2020,7,31,21,101.14,3.96,200.44,5.54,90.94,0.0,23.5
2020,7,31,22,101.14,3.96,200.19,5.56,91.56,0.0,23.46
2020,7,31,23,101.1,3.98,201.03,5.59,92.0,0.0,23.42
